Ticket,Authority
"@JeenyKSA
  تسوقونها علينا انتم؟؟ مافيه تواصل نهائي مع العملاء!!!!! لا عن طريق التطبيق ولا بالخاص ولا حاجة! ينخصم علي مبلغ من المحفظة عشان مشاكل تقنية بتطبيقكم ليه؟؟",الهيئة العامة للنقل
"@MoTLS19955
  اي اقرب وقت وانتم صار لكم ? ساعات مارديتوا على الخاص!!",الهيئة العامة للنقل
"@Uber_KSA
  
 
 @SaudiTransport
  
 استهتار كابتن من اوبر واضاعة وقت كان محسوب عليه ضيعلي فرصة عمل غاليه عليه 
 وقلت اهتمام من اوبر في خدمة عملاء لهم وعدم وجود رقم للتواصل مع خدمة العملاء 
 مين راح يعوضني الي ضاع ومين ياخذ حقي من وقفت الشمس الي وقفتها احتاج تواصل ماراح اسامح الكابتن",الهيئة العامة للنقل
"@SaudiTransport
  
 
 @YeloDrive
  
 هذه الشركة الفاشله نحجز السياره عبر تطبيقها وعند الوصول الي محطة الاستلام لا نجد السياره 
 مع العلم بانها اخذت كامل المبلغ والشركة لم توفر سياره",الهيئة العامة للنقل
انا عندي مشكله كل ما اجي استاجر سياره يجي في السستم ان فيه تفويض ساري على سياره ثانيه وانا ما عندي اي تفويض ثاني وكلمت المرور يقولو ما لهم صلاح واتصلت على وزاره النقل يقولو احنا نخدم بس مكاتب التاجير . ممكن اعرف بس فين المشكله الي علي واتواصل مع مين,الهيئة العامة للنقل
"@MyLaBaih
 
 جاتني رسالة الساعة ? العصر بأن الشحنة مع المندوب وارسلت له الموقع وانتظرته الى الساعة ? وسألته متى بتوصلها رد علي الساعة ?? بالليل يقول لي الحين!
 قلت له الحين نايمين وصلها النهار قال لا، قلت له حطها تحت الباب وانتظرته نص ساعة وارسل ولا يرد علي
 
 @SaudiTransport
  
 @Saudi_TGA",الهيئة العامة للنقل
"@SaudiTransport
  
 اتمنى النظر في موضوع الرسوم المترتبة على العميل بسبب خلل فالبرنامج",الهيئة العامة للنقل
"من تاريخ ? فبراير شحنت محفظة جاهز بمبلغ (187.30) ريال بواسطة بطاقة ائتمانية ولم يتم اضافتهم اتصلت بهم بكل الوسائل لاعادتها للبطاقة بدون اي جدوى ولم يتم تزويدي بأية رقم مرجعي للشكاوي 
 @JahezApp
  
 @JahezCareKSA
  
 @SaudiTransport
  
 @habakr",الهيئة العامة للنقل
"السلام عليكم ورحمة الله وبركاته
 
 تم مراسلتكم على الخاص شكوى تخص توصيل 
 @MoTLS19955
  ، أمل الإطلاع.
 
 وشكرا.",الهيئة العامة للنقل
"السلام عليكم 
 
 تم إرسال إيميل على 938@rga.gov.sa، الموافق بخصوص شكوى على مندوب ??-?-????م ولم يتم الرد إلى هذه اللحظة.",الهيئة العامة للنقل
"#صباح_الخير_والسعاده_للجميع
 تكفّون وصلوا صوتي 
 كل يوم نفس الرد في تويتر وإلا بالاتصال والموضوع أصلا خمس دقائق ماياخذ عطلو مصالحي 
 @SaudiTransport
  
 @MCgovSA
  
 @SAMA_GOV
  
 @YeloDrive",الهيئة العامة للنقل
"@SaudiTransport
  
 @YeloDrive
  
 
 اليوم الثالث عشر من تاريخ رفع الشكوى لدى شركة يلو علما قد تجاوزا المدة النظامية وهي سبعة أيام 
 هية النقل اتمنى تشاهد وللاسف لا تجاوب منهم في ذالك ارجوا من هيئة النقل الجهه الرقابية ان تتدخل في إنصافي من تسلطهم",الهيئة العامة للنقل
السلام عليكم لي طلب مع شركه الشحن ساعي ورافضين يوصلو لي الطلب للبيت اتواصلت معهم بس مافي اي تجاوب منهم,الهيئة العامة للنقل
"هذي الشركة تفوز بأسوأ شركة شحن توصيل ورد على المكالمات 
 ولازم تطارد وراهم لتخبرهم ان لك شحنة عندهم ويتفاجأون بانها بستودعاتهم
 اتمنى من وزارة النقل 
 @SaudiTransport
  النظر في وضعهم",الهيئة العامة للنقل
"معالي وزير النقل والخدمات اللوجستية:
 إن انعقاد #المنتدى_العالمي_للمدن_الذكية يعد مؤشراً على الحضور الكبير الذي تعيشه المملكة في كافة المحافل
 #حياة_أجود",الهيئة العامة للنقل
وزارة النقل يتم الرد و الكتابه انه تم الرد على الخاص ولكن يتم الرد برسالة إلكترونية ولا لها اي فائدة ولا يتم التعامل مع مواضيعنا و ان كانت ? ريال ليست من حقكم اخذها اريد استرجاعها,الهيئة العامة للنقل
"طريق #الفويلق-#الضلفعة وهو الطريق المؤدي إلى #بريدة 
  #القصيم 
 يخدم طلاب الجامعات والموظفين.
 لا يزال يحتاج إلى تحسين وتطوير ،تصدعات كثيرة بسبب الامطار. 
 
 @SaudiTransport
  
 
 @MoTLS19955
  
 
 @SalehAlJasser
  
 
 @AhmedSAlhassan",الهيئة العامة للنقل
"@SaudiTransport
  
 تعرضت لحادث مروري على طريق الرياض الدمام وتم الانتهاء من جميع الاجراءات المروريه والتقديريه ولم يتم تعويضي لاكثر من 3 اشهر من تاريخ وقوع الحادث وتم تحويلي الى المقاول وبعد مراجعة مدير وزاة النقل في الشرقيه يفيد ان ليس له سلطة على المقاول
  
 @SalehAlJasser",الهيئة العامة للنقل
"@SaudiTransport
  
 
 @MCgovSA
  
 
 @Ego_now
  
 
 @bainah_sa
  
 وزارة التجارة تقول مالنا دخل ومركز بينة يقولون مالنا دخل ووزارة النقل ما يردون
 
 ايجو تحتكر ارباحي وارباح الكثير من العملاء ولا تسمح لنا بسحب الرصيد وتشترط على بعضهم ترك 100 ريال بالمحفظه والا لن تسحب ارباحك",الهيئة العامة للنقل
"@MoTLS19955
 
 عندي شكوئ علي تطبيق ايجو 
 @Ego_now
 
 معاناه معاهم ماهي اول مرره كل مرره يتعاملون معناا معاملة سيئه انا اتكلم كا شريك معهم كا كابتن
 العميل يدفع بالفيزا المبلغ الي يوصلني مختلف المبلغ المخصوم من العمميل كامل وعندي ما يثبت
 جزاه الله خير العميل عطاني رقمه وقالي تواصل معي",الهيئة العامة للنقل
"@SaudiTransport
  
 كيف اقدم شكوى على ارامكس بسبب التاخير",الهيئة العامة للنقل
"السلام عليكم ورحمة الله وبركاته 
 
 صباح الخير 
 استفساري عن كيفية التقديم علي اللوحات الدعائية للمنشأت الخاصه على الطرق خارج النطاق العمراني
 كما هو مرفق",الهيئة العامة للنقل
يوجد بطء وتأخر في انجاز اجزاء من المشروع اهمال جانب فتح المخارج بعد الانتهاء من تنفيذها,الهيئة العامة للنقل
"@Aramex_KSA
  
 والله لا يعقل يومين الشحنة تطلع مع مندوبكم وهي كتب دراسية مهمة لي ومتعطله لي اسبوع انتظر شحنتي واخر شي يسجل في النظام انه ما قدر يتواصل معي مع ان رقم جوالي مسجل ولا فيه شخص اتصل علي اصلا! 
 هذا وانا دافعه قيمة التوصيل كاملة لباب البيت وش هالمهزلة!!! 
 
 @SaudiTransport",الهيئة العامة للنقل
"سؤالي لوزارة النقل 
 سيارتي انعدمت بسبب عدم وجود لوحات إرشادية تكلفت ب ????? الف ريال
 هل يتم تعويضي",الهيئة العامة للنقل
